Ground-truth,frame,xnano,ynano,znano,intensity 
29841,  2354, 5841.279, 3129.713, 169.217, 4019.261 
29842,  2355, 5841.279, 3129.713, 169.217, 1279.827 
29843,  2356, 5841.279, 3129.713, 169.217, 6093.392 
29844,  2360, 5841.279, 3129.713, 169.217, 355.159 
29845,  2361, 5841.279, 3129.713, 169.217, 2454.175 
29846,  2362, 5841.279, 3129.713, 169.217, 6983.393 
29847,  2363, 5841.279, 3129.713, 169.217, 6983.393 
29848,  2364, 5841.279, 3129.713, 169.217, 83.124 
29849,  1294, 5899.449, 3180.122, 175.965, 976.607 
29850,  1298, 5899.449, 3180.122, 175.965, 2360.860 
29851,   313, 5813.084, 3119.801, 179.061, 2100.518 
29852,  2229, 5854.860, 3133.569, 188.284, 203.480 
29853,  2230, 5854.860, 3133.569, 188.284, 7153.151 
29854,  2231, 5854.860, 3133.569, 188.284, 7153.151 
29855,  2232, 5854.860, 3133.569, 188.284, 525.434 
29856,  2333, 5863.938, 3145.952, 171.603, 2027.578 
29857,  2334, 5863.938, 3145.952, 171.603, 4505.470 
29858,  1366, 5809.394, 3117.454, 180.998, 1773.987 
29859,  1367, 5809.394, 3117.454, 180.998, 4363.632 
29860,  1368, 5809.394, 3117.454, 180.998, 3031.246 
29861,  1369, 5809.394, 3117.454, 180.998, 7243.020 
29862,  1370, 5809.394, 3117.454, 180.998, 1574.255 
29863,  1597, 5866.463, 3157.196, 172.029, 5796.902 
29864,  1598, 5866.463, 3157.196, 172.029, 5970.742 
29865,  2213, 5880.776, 3178.094, 185.495, 3124.627 
29866,  2214, 5880.776, 3178.094, 185.495, 3612.595 
29867,   719, 5830.905, 3126.811, 170.609, 2047.789 
29868,   720, 5830.905, 3126.811, 170.609, 7011.736 
29869,   721, 5830.905, 3126.811, 170.609, 7011.736 
29870,   722, 5830.905, 3126.811, 170.609, 4340.484 
29871,   724, 5830.905, 3126.811, 170.609, 5763.200 
29872,   725, 5830.905, 3126.811, 170.609, 7011.736 
29873,   726, 5830.905, 3126.811, 170.609, 1766.035 
29874,  2425, 5865.687, 3139.237, 184.632, 761.877 
29875,   905, 5841.353, 3120.849, 189.227, 5347.276 
29876,  1411, 5831.583, 3131.053, 189.401, 6529.568 
29877,  1412, 5831.583, 3131.053, 189.401, 2713.744 
29878,   274, 5880.188, 3171.920, 190.211, 555.305 
29879,   275, 5880.188, 3171.920, 190.211, 3858.696 
29880,    27, 5813.343, 3115.314, 176.646, 1985.534 
29881,    29, 5813.343, 3115.314, 176.646, 346.955 
29882,   893, 5863.713, 3140.158, 187.822, 2730.993 
29883,   894, 5863.713, 3140.158, 187.822, 7283.482 
29884,   895, 5863.713, 3140.158, 187.822, 7283.482 
29885,   896, 5863.713, 3140.158, 187.822, 7283.482 
29886,   897, 5863.713, 3140.158, 187.822, 1695.469 
29887,  1215, 5879.007, 3170.393, 175.654, 1495.178 
29888,  1216, 5879.007, 3170.393, 175.654, 6980.057 
29889,  1217, 5879.007, 3170.393, 175.654, 6980.057 
29890,  1218, 5879.007, 3170.393, 175.654, 5853.440 
29891,  1219, 5879.007, 3170.393, 175.654, 4635.215 
29892,  1220, 5879.007, 3170.393, 175.654, 6980.057 
29893,  1221, 5879.007, 3170.393, 175.654, 6980.057 
29894,  1222, 5879.007, 3170.393, 175.654, 6980.057 
29895,  1223, 5879.007, 3170.393, 175.654, 5731.069 
29896,   723, 5881.357, 3179.476, 187.319, 205.572 
29897,   724, 5881.357, 3179.476, 187.319, 7159.462 
29898,   725, 5881.357, 3179.476, 187.319, 2691.487 
29899,   175, 5893.025, 3186.413, 179.988, 3046.899 
29900,   182, 5893.025, 3186.413, 179.988, 3826.758 
29901,   183, 5893.025, 3186.413, 179.988, 6989.102 
29902,   184, 5893.025, 3186.413, 179.988, 6989.102 
29903,   185, 5893.025, 3186.413, 179.988, 6989.102 
29904,   186, 5893.025, 3186.413, 179.988, 199.124 
29905,   959, 5823.678, 3101.878, 186.344, 2040.472 
29906,   794, 5805.102, 3110.976, 174.998, 3743.591 
29907,  1428, 5892.981, 3170.883, 193.507, 2393.849 
29908,  1429, 5892.981, 3170.883, 193.507, 6180.185 
29909,  1430, 5892.981, 3170.883, 193.507, 82.591 
29910,  1431, 5892.981, 3170.883, 193.507, 3279.960 
29911,  1432, 5892.981, 3170.883, 193.507, 632.280 
29912,  1021, 5833.809, 3122.590, 190.543, 3763.870 
29913,  1022, 5833.809, 3122.590, 190.543, 3654.703 
29914,  2084, 5838.860, 3141.362, 184.935, 2389.661 
29915,  2085, 5838.860, 3141.362, 184.935, 6588.945 
29916,   531, 5897.868, 3184.817, 194.112, 464.715 
29917,   532, 5897.868, 3184.817, 194.112, 6681.392 
29918,  1838, 5889.892, 3163.754, 181.701, 5298.760 
29919,  1839, 5889.892, 3163.754, 181.701, 6965.673 
29920,  1840, 5889.892, 3163.754, 181.701, 4451.145 
29921,  1841, 5889.892, 3163.754, 181.701, 6965.673 
29922,  1842, 5889.892, 3163.754, 181.701, 2124.065 
29923,  1890, 5864.885, 3152.649, 191.245, 611.966 
29924,  1891, 5864.885, 3152.649, 191.245, 7277.708 
29925,  1892, 5864.885, 3152.649, 191.245, 7277.708 
29926,  1893, 5864.885, 3152.649, 191.245, 3504.593 
29927,   806, 5861.135, 3131.932, 178.594, 5034.974 
29928,   807, 5861.135, 3131.932, 178.594, 4095.129 
29929,   326, 5851.135, 3123.243, 179.962, 2505.103 
29930,   327, 5851.135, 3123.243, 179.962, 7005.343 
29931,   328, 5851.135, 3123.243, 179.962, 310.091 
29932,  1719, 5898.017, 3182.901, 176.037, 1884.456 
29933,  2353, 5801.996, 3106.165, 175.691, 5478.722 
29934,   891, 5811.670, 3107.696, 189.062, 4183.184 
29935,  1195, 5891.963, 3178.253, 174.818, 110.712 
29936,  1196, 5891.963, 3178.253, 174.818, 4863.686 
29937,  1197, 5891.963, 3178.253, 174.818, 1339.058 
29938,  1198, 5891.963, 3178.253, 174.818, 3204.407 
29939,  1234, 5894.006, 3185.905, 190.223, 2053.397 
29940,  2146, 5804.059, 3104.817, 170.950, 3410.447 
29941,  2147, 5804.059, 3104.817, 170.950, 4477.806 
29942,  2339, 5891.938, 3165.668, 172.753, 4322.402 
29943,  2340, 5891.938, 3165.668, 172.753, 4749.997 
29944,  2343, 5891.938, 3165.668, 172.753, 2742.130 
29945,  2344, 5891.938, 3165.668, 172.753, 2725.026 
29946,  1959, 5876.456, 3174.394, 177.339, 6740.158 
29947,  1960, 5876.456, 3174.394, 177.339, 7232.567 
29948,  1961, 5876.456, 3174.394, 177.339, 1401.130 
29949,  1964, 5876.456, 3174.394, 177.339, 3138.227 
29950,  1965, 5876.456, 3174.394, 177.339, 7232.567 
29951,  1966, 5876.456, 3174.394, 177.339, 7232.567 
29952,  1967, 5876.456, 3174.394, 177.339, 7232.567 
29953,  1968, 5876.456, 3174.394, 177.339, 128.729 
29954,  1432, 5826.655, 3119.058, 171.492, 5583.983 
29955,  1433, 5826.655, 3119.058, 171.492, 3232.019 
29956,   634, 5888.852, 3187.288, 178.268, 2318.217 
29957,  1844, 5918.767, 2969.329, -153.756, 1002.455 
29958,  1845, 5918.767, 2969.329, -153.756, 2818.784 
29959,  1641, 5943.431, 2984.010, -151.637, 6065.207 
29960,  1642, 5943.431, 2984.010, -151.637, 665.744 
29961,   307, 5906.022, 2964.742, -154.089, 2620.048 
29962,   308, 5906.022, 2964.742, -154.089, 459.859 
29963,  1539, 5943.432, 2979.236, -152.893, 881.185 
29964,  1540, 5943.432, 2979.236, -152.893, 3651.401 
29965,  2314, 5946.589, 2984.078, -151.511, 2881.231 
29966,  2315, 5946.589, 2984.078, -151.511, 1986.120 
29967,  1320, 5904.018, 2958.697, -150.049, 2609.122 
29968,   370, 5999.797, 2993.646, -155.000, 3305.263 
29969,   373, 5999.797, 2993.646, -155.000, 873.439 
29970,  2240, 5967.424, 2993.813, -152.892, 5713.748 
29971,  2241, 5967.424, 2993.813, -152.892, 6953.261 
29972,  2242, 5967.424, 2993.813, -152.892, 4773.102 
29973,  2252, 5967.424, 2993.813, -152.892, 543.447 
29974,  2253, 5967.424, 2993.813, -152.892, 1015.367 
29975,   231, 5946.237, 2987.589, -151.774, 3789.060 
29976,   107, 5968.316, 2986.816, -156.235, 304.230 
29977,   108, 5968.316, 2986.816, -156.235, 1563.603 
29978,   110, 5968.316, 2986.816, -156.235, 419.304 
29979,   111, 5968.316, 2986.816, -156.235, 6782.629 
29980,   112, 5968.316, 2986.816, -156.235, 3409.098 
29981,  1996, 5976.892, 2988.044, -151.783, 5754.232 
29982,  1997, 5976.892, 2988.044, -151.783, 6741.753 
29983,  1998, 5976.892, 2988.044, -151.783, 298.637 
29984,   837, 5945.629, 2983.173, -154.374, 1996.470 
29985,   838, 5945.629, 2983.173, -154.374, 6912.728 
29986,   839, 5945.629, 2983.173, -154.374, 1732.503 
29987,   450, 5907.812, 2973.638, -146.703, 179.711 
29988,   451, 5907.812, 2973.638, -146.703, 6740.181 
29989,   452, 5907.812, 2973.638, -146.703, 3040.941 
29990,   453, 5907.812, 2973.638, -146.703, 2590.373 
29991,   528, 5940.639, 2987.272, -138.295, 4083.165 
29992,  1313, 5979.843, 2987.859, -141.306, 6306.026 
29993,  1320, 5979.843, 2987.859, -141.306, 5739.352 
29994,   311, 5902.830, 2959.073, -147.636, 818.149 
29995,   312, 5902.830, 2959.073, -147.636, 7170.001 
29996,   313, 5902.830, 2959.073, -147.636, 1152.763 
29997,    81, 5938.409, 2976.445, -135.683, 2725.446 
29998,    83, 5938.409, 2976.445, -135.683, 1752.713 
29999,    84, 5938.409, 2976.445, -135.683, 6313.581 
30000,  2223, 5997.605, 2990.460, -144.749, 2987.354 
30001,  2224, 5997.605, 2990.460, -144.749, 5564.995 
30002,  2227, 5997.605, 2990.460, -144.749, 365.510 
30003,  2228, 5997.605, 2990.460, -144.749, 1617.263 
30004,  1333, 5994.712, 2990.382, -140.509, 688.418 
30005,  1334, 5994.712, 2990.382, -140.509, 6978.073 
30006,  1335, 5994.712, 2990.382, -140.509, 5384.614 
30007,  2018, 5909.559, 2956.674, -145.685, 2130.844 
30008,  2019, 5909.559, 2956.674, -145.685, 7137.373 
30009,  2020, 5909.559, 2956.674, -145.685, 2559.570 
30010,  2021, 5909.559, 2956.674, -145.685, 4686.066 
30011,  2022, 5909.559, 2956.674, -145.685, 7137.373 
30012,  2023, 5909.559, 2956.674, -145.685, 4671.825 
30013,   872, 5981.518, 2999.281, -139.419, 248.180 
30014,   873, 5981.518, 2999.281, -139.419, 1307.356 
30015,   876, 5981.518, 2999.281, -139.419, 1185.630 
30016,   877, 5981.518, 2999.281, -139.419, 3126.529 
30017,   880, 5981.518, 2999.281, -139.419, 6363.394 
30018,   881, 5981.518, 2999.281, -139.419, 6864.215 
30019,   882, 5981.518, 2999.281, -139.419, 6864.215 
30020,   883, 5981.518, 2999.281, -139.419, 6864.215 
30021,   884, 5981.518, 2999.281, -139.419, 6220.245 
30022,   888, 5981.518, 2999.281, -139.419, 1346.860 
30023,   889, 5981.518, 2999.281, -139.419, 1635.272 
30024,   916, 5929.683, 2984.632, -144.973, 1986.635 
30025,   921, 5929.683, 2984.632, -144.973, 284.301 
30026,   922, 5929.683, 2984.632, -144.973, 6892.533 
30027,   923, 5929.683, 2984.632, -144.973, 6892.533 
30028,   924, 5929.683, 2984.632, -144.973, 3792.652 
30029,   925, 5929.683, 2984.632, -144.973, 753.451 
30030,  1518, 5954.135, 2976.881, -149.420, 2986.467 
30031,  1519, 5954.135, 2976.881, -149.420, 7092.484 
30032,  1520, 5954.135, 2976.881, -149.420, 517.095 
30033,  1526, 5954.135, 2976.881, -149.420, 1611.860 
30034,  1204, 5951.803, 2976.363, -137.863, 3747.265 
30035,  1205, 5951.803, 2976.363, -137.863, 7091.018 
30036,  1206, 5951.803, 2976.363, -137.863, 4029.440 
30037,  1211, 5951.803, 2976.363, -137.863, 2887.781 
30038,  1479, 5989.150, 2988.538, -149.095, 6338.674 
30039,  1480, 5989.150, 2988.538, -149.095, 723.879 
30040,  1481, 5989.150, 2988.538, -149.095, 4888.816 
30041,  1483, 5989.150, 2988.538, -149.095, 2211.833 
30042,  1484, 5989.150, 2988.538, -149.095, 1188.227 
30043,  1485, 5989.150, 2988.538, -149.095, 6802.912 
30044,  1486, 5989.150, 2988.538, -149.095, 527.528 
30045,  1314, 5910.815, 2972.124, -134.015, 3576.123 
30046,  1315, 5910.815, 2972.124, -134.015, 7021.522 
30047,  1316, 5910.815, 2972.124, -134.015, 7021.522 
30048,  1317, 5910.815, 2972.124, -134.015, 7021.522 
30049,  1318, 5910.815, 2972.124, -134.015, 369.005 
30050,   266, 5975.653, 2987.547, -136.016, 1218.554 
30051,  1988, 5917.305, 2979.606, -147.689, 3034.802 
30052,  1564, 5949.809, 2990.564, -137.043, 1185.196 
30053,  1565, 5949.809, 2990.564, -137.043, 6314.690 
30054,  1566, 5949.809, 2990.564, -137.043, 1950.109 
30055,  1652, 5931.467, 2975.032, -135.572, 3219.527 
30056,  1753, 5933.735, 2972.106, -137.363, 5205.960 
30057,  1754, 5933.735, 2972.106, -137.363, 7152.062 
30058,  1755, 5933.735, 2972.106, -137.363, 6582.221 
30059,   524, 5918.530, 2965.191, -149.607, 3960.383 
30060,   525, 5918.530, 2965.191, -149.607, 6836.989 
30061,   526, 5918.530, 2965.191, -149.607, 484.403 
30062,   610, 5986.288, 3007.424, -147.214, 2504.684 
30063,   611, 5986.288, 3007.424, -147.214, 4065.211 
30064,   612, 5986.288, 3007.424, -147.214, 6644.254 
30065,   613, 5986.288, 3007.424, -147.214, 6644.254 
30066,   614, 5986.288, 3007.424, -147.214, 6644.254 
30067,   615, 5986.288, 3007.424, -147.214, 6644.254 
30068,   616, 5986.288, 3007.424, -147.214, 6644.254 
30069,   617, 5986.288, 3007.424, -147.214, 1127.201 
30070,   620, 5986.288, 3007.424, -147.214, 2477.822 
30071,  1148, 5997.447, 3007.232, -141.574, 276.377 
30072,  1175, 5910.539, 3191.714, 175.013, 4749.764 
30073,  1378, 5902.953, 3191.164, 174.024, 1306.362 
30074,  1381, 5902.953, 3191.164, 174.024, 2719.306 
30075,   428, 5931.763, 3199.748, 182.069, 3225.173 
30076,   429, 5931.763, 3199.748, 182.069, 544.581 
30077,  1181, 5903.063, 3187.885, 175.642, 3125.776 
30078,  1182, 5903.063, 3187.885, 175.642, 5668.122 
30079,  2203, 5920.197, 3197.395, 190.723, 123.781 
30080,  2204, 5920.197, 3197.395, 190.723, 6819.773 
30081,  2206, 5920.197, 3197.395, 190.723, 4600.097 
30082,  2207, 5920.197, 3197.395, 190.723, 4435.714 
30083,  2213, 5920.197, 3197.395, 190.723, 1378.517 
30084,  2214, 5920.197, 3197.395, 190.723, 1970.115 
30085,  1725, 5912.645, 3194.277, 175.416, 5750.597 
30086,  1726, 5912.645, 3194.277, 175.416, 7283.185 
30087,  1727, 5912.645, 3194.277, 175.416, 566.586 
30088,  1740, 5912.645, 3194.277, 175.416, 919.391 
30089,   452, 5904.102, 3182.943, 176.039, 2617.524 
30090,  1991, 5901.794, 3170.624, 176.571, 2812.436 
30091,  1855, 5937.422, 3230.514, 189.774, 1799.732 
30092,  1856, 5937.422, 3230.514, 189.774, 7097.410 
30093,  1857, 5937.422, 3230.514, 189.774, 2959.601 
30094,  1641, 5921.258, 3217.572, 182.801, 3114.795 
30095,   253, 5913.971, 3210.046, 178.812, 543.329 
30096,  1386, 5927.050, 3219.965, 185.024, 2438.510 
30097,  1387, 5927.050, 3219.965, 185.024, 6921.415 
30098,  1388, 5927.050, 3219.965, 185.024, 6921.415 
30099,  1389, 5927.050, 3219.965, 185.024, 4798.135 
30100,  1391, 5927.050, 3219.965, 185.024, 6216.170 
30101,  1392, 5927.050, 3219.965, 185.024, 297.348 
30102,   352, 5952.204, 3236.230, 178.000, 206.964 
30103,   353, 5952.204, 3236.230, 178.000, 5426.276 
30104,  1525, 5917.612, 3209.374, 188.200, 792.269 
30105,  1526, 5917.612, 3209.374, 188.200, 7170.295 
30106,  1527, 5917.612, 3209.374, 188.200, 5047.767 
30107,  1530, 5917.612, 3209.374, 188.200, 5138.768 
30108,  1531, 5917.612, 3209.374, 188.200, 6760.717 
30109,  1119, 5940.573, 3229.660, 181.314, 944.142 
30110,  1120, 5940.573, 3229.660, 181.314, 4256.956 
30111,  1578, 5917.689, 3208.379, 190.836, 5291.124 
30112,  1349, 5947.853, 3241.163, 180.632, 5207.976 
30113,  1350, 5947.853, 3241.163, 180.632, 2539.355 
30114,  1137, 5959.507, 3233.343, 194.232, 1522.124 
30115,  1138, 5959.507, 3233.343, 194.232, 6685.864 
30116,  1139, 5959.507, 3233.343, 194.232, 138.442 
30117,  2405, 5981.518, 3274.834, 182.074, 1743.066 
30118,  2406, 5981.518, 3274.834, 182.074, 3189.885 
30119,    69, 5998.212, 3261.789, 188.067, 3182.399 
30120,    70, 5998.212, 3261.789, 188.067, 565.318 
30121,  2236, 5964.219, 3256.646, 188.973, 1922.869 
30122,  2237, 5964.219, 3256.646, 188.973, 2573.914 
30123,  2238, 5964.219, 3256.646, 188.973, 6935.025 
30124,  2239, 5964.219, 3256.646, 188.973, 6935.025 
30125,  2240, 5964.219, 3256.646, 188.973, 6935.025 
30126,  2241, 5964.219, 3256.646, 188.973, 2844.030 
30127,  1481, 5940.629, 3233.958, 191.159, 5997.374 
30128,  1482, 5940.629, 3233.958, 191.159, 4728.632 
30129,   225, 5976.473, 3247.493, 191.097, 467.511 
30130,   994, 5937.093, 3211.593, 192.989, 2423.411 
30131,   995, 5937.093, 3211.593, 192.989, 6372.569 
30132,   469, 5935.525, 3226.957, 187.821, 531.464 
30133,   474, 5935.525, 3226.957, 187.821, 5373.861 
30134,   475, 5935.525, 3226.957, 187.821, 6865.113 
30135,   476, 5935.525, 3226.957, 187.821, 4119.369 
30136,  2317, 5970.252, 3259.590, 179.321, 2604.441 
30137,   899, 5927.076, 3201.708, 178.891, 922.453 
30138,   900, 5927.076, 3201.708, 178.891, 4806.055 
30139,  1336, 5981.476, 3255.910, 177.211, 3165.629 
30140,  1337, 5981.476, 3255.910, 177.211, 639.518 
30141,  1413, 5915.378, 3204.847, 178.838, 1967.797 
30142,  1414, 5915.378, 3204.847, 178.838, 3600.367 
30143,  2081, 5934.008, 3202.748, 180.738, 3490.146 
30144,  2082, 5934.008, 3202.748, 180.738, 4366.108 
30145,  2083, 5934.008, 3202.748, 180.738, 2874.619 
30146,   664, 5910.091, 3201.582, 187.675, 1076.559 
30147,   667, 5910.091, 3201.582, 187.675, 4089.816 
30148,  2283, 5994.186, 3266.523, 179.914, 2652.407 
30149,  2285, 5994.186, 3266.523, 179.914, 4699.776 
30150,  2286, 5994.186, 3266.523, 179.914, 2967.580 
30151,  2292, 5994.186, 3266.523, 179.914, 1758.758 
30152,  1944, 5998.748, 3283.738, 178.756, 1247.625 
30153,  1946, 5998.748, 3283.738, 178.756, 2933.677 
30154,  1947, 5998.748, 3283.738, 178.756, 335.907 
30155,  1954, 5998.748, 3283.738, 178.756, 581.240 
30156,  2244, 5958.335, 3224.731, 186.688, 1842.508 
30157,  1964, 5955.609, 3251.260, 190.223, 1311.733 
30158,  1826, 5998.889, 3264.761, 194.883, 2585.994 
30159,  2013, 5962.386, 3233.360, 192.516, 772.235 
30160,  2029, 5976.526, 3260.826, 178.412, 2615.180 
30161,  2030, 5976.526, 3260.826, 178.412, 2958.849 
30162,  2031, 5976.526, 3260.826, 178.412, 6660.766 
30163,  2032, 5976.526, 3260.826, 178.412, 5679.637 
30164,  2033, 5976.526, 3260.826, 178.412, 703.665 
30165,  2034, 5976.526, 3260.826, 178.412, 1436.902 
30166,  2035, 5976.526, 3260.826, 178.412, 1357.919 
30167,  1769, 5950.575, 3221.318, 190.514, 3657.523 
30168,  1770, 5950.575, 3221.318, 190.514, 3394.725 
30169,  1504, 5931.217, 3226.173, 186.987, 3415.633 
30170,  1505, 5931.217, 3226.173, 186.987, 7078.716 
30171,  1506, 5931.217, 3226.173, 186.987, 363.180 
30172,  1507, 5931.217, 3226.173, 186.987, 884.753 
30173,   903, 5936.555, 3203.845, 184.480, 267.392 
30174,   904, 5936.555, 3203.845, 184.480, 1235.262 
30175,  1568, 5936.882, 3230.749, 190.433, 6763.808 
30176,  1569, 5936.882, 3230.749, 190.433, 4240.716 
30177,  1213, 5923.661, 3203.721, 195.213, 4743.056 
30178,  1214, 5923.661, 3203.721, 195.213, 6819.102 
30179,  1215, 5923.661, 3203.721, 195.213, 1056.348 
30180,  2025, 5989.935, 3273.747, 180.800, 1881.391 
30181,   620, 5959.394, 3243.062, 176.825, 5241.252 
30182,   621, 5959.394, 3243.062, 176.825, 205.642 
30183,   507, 5977.547, 3257.854, 196.565, 4198.195 
30184,   508, 5977.547, 3257.854, 196.565, 1502.738 
30185,   185, 5989.928, 3272.128, 178.332, 3303.206 
30186,   191, 5989.928, 3272.128, 178.332, 3224.544 
30187,   192, 5989.928, 3272.128, 178.332, 5110.073 
30188,   632, 5937.467, 3222.342, 177.084, 4827.970 
30189,  1825, 5940.964, 3231.016, 194.423, 3518.510 
30190,  1826, 5940.964, 3231.016, 194.423, 6932.169 
30191,  1827, 5940.964, 3231.016, 194.423, 6869.036 
30192,  1830, 5940.964, 3231.016, 194.423, 4220.174 
30193,  1831, 5940.964, 3231.016, 194.423, 3402.498 
30194,  1659, 5978.378, 3245.196, 187.399, 2315.065 
30195,  2496, 5975.629, 3267.275, 191.359, 1048.105 
30196,  1221, 5982.262, 3245.192, 182.657, 1615.471 
30197,  1222, 5982.262, 3245.192, 182.657, 99.106 
30198,   813, 5972.905, 3256.670, 198.294, 1645.916 
30199,  2215, 5935.582, 3213.702, 173.107, 160.172 
30200,  2216, 5935.582, 3213.702, 173.107, 5143.440 
30201,  2217, 5935.582, 3213.702, 173.107, 540.161 
30202,  1141, 5934.812, 3209.737, 191.566, 2425.369 
30203,  1142, 5934.812, 3209.737, 191.566, 6854.867 
30204,  1143, 5934.812, 3209.737, 191.566, 3186.895 
30205,   700, 5996.966, 3264.149, 196.414, 6430.081 
30206,   701, 5996.966, 3264.149, 196.414, 6948.482 
30207,   702, 5996.966, 3264.149, 196.414, 5569.284 
30208,   705, 5996.966, 3264.149, 196.414, 6252.817 
30209,   706, 5996.966, 3264.149, 196.414, 1785.989 
30210,  1638, 5947.737, 3243.376, 185.593, 6272.659 
30211,  1639, 5947.737, 3243.376, 185.593, 6758.173 
30212,  1640, 5947.737, 3243.376, 185.593, 5172.537 
30213,   894, 5964.941, 3258.914, 189.919, 3458.712 
30214,  1727, 5997.167, 3267.895, 192.160, 2709.888 
30215,  1728, 5997.167, 3267.895, 192.160, 7059.676 
30216,  1729, 5997.167, 3267.895, 192.160, 7059.676 
30217,  1730, 5997.167, 3267.895, 192.160, 7059.676 
30218,  1731, 5997.167, 3267.895, 192.160, 7059.676 
30219,  1732, 5997.167, 3267.895, 192.160, 1839.919 
30220,   869, 5961.687, 3244.065, 176.374, 928.005 
30221,   870, 5961.687, 3244.065, 176.374, 6709.678 
30222,   871, 5961.687, 3244.065, 176.374, 417.752 
30223,  1712, 5948.430, 3219.737, 177.092, 333.515 
30224,  2247, 5950.430, 3218.509, 186.846, 5739.233 
30225,  2248, 5950.430, 3218.509, 186.846, 2942.412 
30226,  2257, 5950.430, 3218.509, 186.846, 1626.047 
30227,  2258, 5950.430, 3218.509, 186.846, 5784.991 
30228,  2261, 5950.430, 3218.509, 186.846, 2481.407 
30229,  2262, 5950.430, 3218.509, 186.846, 7178.751 
30230,  2263, 5950.430, 3218.509, 186.846, 7178.751 
30231,  2264, 5950.430, 3218.509, 186.846, 4650.263 
30232,   744, 5962.656, 3227.330, 184.332, 1847.955 
30233,   745, 5962.656, 3227.330, 184.332, 5150.134 
30234,  1976, 5934.580, 3222.116, 194.194, 2172.191 
30235,  1281, 6001.108, 2998.336, -153.204, 6032.181 
30236,  1282, 6001.108, 2998.336, -153.204, 6814.736 
30237,  1283, 6001.108, 2998.336, -153.204, 3766.829 
30238,  1118, 6000.250, 2991.546, -147.080, 2314.914 
30239,  1483, 6064.634, 3031.096, -156.114, 129.679 
30240,  1484, 6064.634, 3031.096, -156.114, 1908.137 
30241,  1485, 6064.634, 3031.096, -156.114, 6044.176 
30242,  1486, 6064.634, 3031.096, -156.114, 1323.905 
30243,  1491, 6064.634, 3031.096, -156.114, 3601.708 
30244,  1492, 6064.634, 3031.096, -156.114, 283.051 
30245,  2424, 6087.807, 3032.970, -160.518, 1265.866 
30246,  2425, 6087.807, 3032.970, -160.518, 2570.609 
30247,  1243, 6063.732, 3028.240, -158.208, 1637.137 
30248,  1244, 6063.732, 3028.240, -158.208, 6207.580 
30249,  1274, 6028.818, 3010.042, -154.728, 4237.903 
30250,  1275, 6028.818, 3010.042, -154.728, 6016.616 
30251,  1276, 6028.818, 3010.042, -154.728, 2003.626 
30252,  1277, 6028.818, 3010.042, -154.728, 6884.968 
30253,  1278, 6028.818, 3010.042, -154.728, 3967.847 
30254,  1080, 6075.921, 3040.073, -150.091, 3075.037 
30255,  2111, 6099.924, 3032.965, -159.526, 2445.418 
30256,  1490, 6031.940, 3021.395, -150.841, 621.354 
30257,   886, 6092.391, 3034.150, -160.107, 307.532 
30258,   887, 6092.391, 3034.150, -160.107, 2182.820 
30259,   500, 6090.666, 3034.339, -162.163, 2088.796 
30260,   145, 6087.837, 3043.798, -152.020, 1719.041 
30261,   146, 6087.837, 3043.798, -152.020, 2440.200 
30262,   147, 6087.837, 3043.798, -152.020, 2916.269 
30263,   148, 6087.837, 3043.798, -152.020, 6193.394 
30264,   150, 6087.837, 3043.798, -152.020, 122.479 
30265,   491, 6033.168, 3023.559, -154.598, 1287.517 
30266,   492, 6033.168, 3023.559, -154.598, 3102.412 
30267,  2169, 6016.162, 3015.834, -151.228, 4073.077 
30268,  2163, 6096.682, 3037.347, -161.385, 483.782 
30269,  2164, 6096.682, 3037.347, -161.385, 6668.116 
30270,  2165, 6096.682, 3037.347, -161.385, 1082.751 
30271,   218, 6052.263, 3013.589, -150.156, 5456.952 
30272,   219, 6052.263, 3013.589, -150.156, 6383.823 
30273,   220, 6052.263, 3013.589, -150.156, 6383.823 
30274,   221, 6052.263, 3013.589, -150.156, 6383.823 
30275,   222, 6052.263, 3013.589, -150.156, 6383.823 
30276,   223, 6052.263, 3013.589, -150.156, 342.417 
30277,  1795, 6008.367, 3006.706, -158.232, 3587.409 
30278,  1796, 6008.367, 3006.706, -158.232, 845.587 
30279,    73, 6035.376, 3008.733, -151.625, 407.368 
30280,    74, 6035.376, 3008.733, -151.625, 6500.132 
30281,    75, 6035.376, 3008.733, -151.625, 1206.551 
30282,  2095, 6054.902, 3030.575, -158.341, 3892.619 
30283,  2096, 6054.902, 3030.575, -158.341, 6595.787 
30284,  2097, 6054.902, 3030.575, -158.341, 5967.004 
30285,  2099, 6054.902, 3030.575, -158.341, 258.752 
30286,   466, 6026.588, 3012.155, -157.289, 4527.168 
30287,   467, 6026.588, 3012.155, -157.289, 6768.273 
30288,   468, 6026.588, 3012.155, -157.289, 3860.839 
30289,   472, 6026.588, 3012.155, -157.289, 4031.581 
30290,   474, 6026.588, 3012.155, -157.289, 3293.660 
30291,   475, 6026.588, 3012.155, -157.289, 5321.964 
30292,   477, 6026.588, 3012.155, -157.289, 457.249 
30293,   437, 6094.211, 3047.098, -155.203, 789.060 
30294,  1678, 6072.777, 3025.527, -156.956, 3398.393 
30295,  1679, 6072.777, 3025.527, -156.956, 4382.975 
30296,  1683, 6072.777, 3025.527, -156.956, 2069.575 
30297,  1684, 6072.777, 3025.527, -156.956, 629.055 
30298,  1694, 6072.777, 3025.527, -156.956, 1661.188 
